622,72,277,401,165,266,919,430,525,411,272,337,889,790,337,756,826,253,562,34,263,368,258,789,15,765,987,178,760,373
64.98724746704102,56.696900844573975,50.16038250923157,56.26312971115112,48.11865782737732,51.363630533218384,94.8649411201477,58.57380962371826,62.979254961013794,55.9166419506073,49.470240354537964,52.87099647521973,94.51188349723816,76.97320246696472,51.58404898643494,75.13611054420471,79.32117938995361,50.6759192943573,66.04142379760742,59.79857397079468,51.14942741394043,54.81103301048279,51.78398156166077,79.54565787315369,57.81810641288757,78.9308271408081,90.46383905410767,48.5529363155365,76.54328632354736,54.350056886672974
