295,309,85,335,159,298,169,245,330,304,22,142,238,56,268,274,40,209,257,335,141,304,12,96,75,307,337,304,104,45,315,307,261,350,64,304,67,216,270,13
558,611,460,596,491,518,551,435,606,590,599,526,407,452,479,512,420,383,486,394,460,532,504,403,423,449,383,468,406,490,501,439,584,563,437,454,467,410,532,430
846,892,795,967,964,742,798,980,808,709,946,711,664,779,732,685,794,870,961,684,878,762,668,648,925,963,878,947,930,925,833,723,884,812,931,895,977,886,715,838
43.00658965110779,43.662620306015015,46.704930543899536,44.4420530796051,39.82968854904175,42.81140851974487,38.69866156578064,43.323354721069336,43.79127097129822,42.40222525596619,49.309062004089355,38.961697816848755,41.32670545578003,51.74725151062012,41.86860370635986,42.004857778549194,50.006717920303345,39.74483346939087,42.76416325569153,43.85725545883179,39.268786668777466,43.01506805419922,48.209514141082764,44.85698652267456,49.1857807636261,44.05967998504639,43.914427042007446,43.526042461395264,44.82856035232544,51.613566637039185,42.89212489128113,43.43412947654724,43.12356448173523,44.54838252067566,51.52536463737488,43.345128536224365,51.696712255477905,39.91002917289734,41.73480272293091,45.903313636779785
